année académique plan,semestre plan,code matière,matière,section responsable,type d'enseignement,nb étudiants,jour,heure début séance,heure fin séance,espace (code),nb.places dans l'espace,nombre total d'espaces,nombre total de places,overbooking
2023-2024,HIVER,CH-108(a),Chimie TP I,Chimie et génie chimique,TP,111,wednesday,13:15,17:00,BCH1103,50,4,309,non
2023-2024,HIVER,CH-108(a),Chimie TP I,Chimie et génie chimique,TP,111,wednesday,13:15,17:00,BCH1113,30,4,309,non
2023-2024,HIVER,CH-108(a),Chimie TP I,Chimie et génie chimique,TP,111,wednesday,13:15,17:00,CM5,129,4,309,non
2023-2024,HIVER,CH-108(a),Chimie TP I,Chimie et génie chimique,TP,111,wednesday,13:15,17:00,POL.N3.E,100,4,309,non
2023-2024,HIVER,CH-110,Chimie générale avancée I,Chimie et génie chimique,Cours,140,monday,13:15,15:00,CO3,218,1,218,non
2023-2024,HIVER,CH-110,Chimie générale avancée I,Chimie et génie chimique,Cours,140,tuesday,16:15,18:00,BCH2201,239,1,239,non
2023-2024,HIVER,CH-110,Chimie générale avancée I,Chimie et génie chimique,Cours,140,friday,10:15,11:00,BCH2201,239,1,239,non
2023-2024,HIVER,CH-110,Chimie générale avancée I,Chimie et génie chimique,Cours,140,friday,13:15,14:00,CE1,214,1,214,non
2023-2024,HIVER,CH-110,Chimie générale avancée I,Chimie et génie chimique,Exercices,140,tuesday,08:15,10:00,CM1100,49,3,162,non
2023-2024,HIVER,CH-110,Chimie générale avancée I,Chimie et génie chimique,Exercices,140,tuesday,08:15,10:00,CM1104,49,3,162,non
2023-2024,HIVER,CH-110,Chimie générale avancée I,Chimie et génie chimique,Exercices,140,tuesday,08:15,10:00,CM1106,64,3,162,non
2023-2024,HIVER,CH-110,Chimie générale avancée I,Chimie et génie chimique,Exercices,140,friday,11:15,12:00,BCH2201,239,1,239,non
2023-2024,HIVER,CH-160(b),Chimie générale,Chimie et génie chimique,Cours,162,thursday,10:15,12:00,CO3,218,1,218,non
2023-2024,HIVER,CH-160(b),Chimie générale,Chimie et génie chimique,Exercices,162,monday,14:15,15:00,CM1100,49,2,113,oui
2023-2024,HIVER,CH-160(b),Chimie générale,Chimie et génie chimique,Exercices,162,monday,14:15,15:00,CM1106,64,2,113,oui
2023-2024,HIVER,CH-160(e),Chimie générale avancée,Chimie et génie chimique,Cours,274,tuesday,16:15,17:00,CO1,342,1,342,non
2023-2024,HIVER,CH-160(e),Chimie générale avancée,Chimie et génie chimique,Cours,274,wednesday,14:15,16:00,CE6,308,1,308,non
2023-2024,HIVER,CH-160(e),Chimie générale avancée,Chimie et génie chimique,Exercices,274,tuesday,17:15,19:00,CM011,56,5,329,non
2023-2024,HIVER,CH-160(e),Chimie générale avancée,Chimie et génie chimique,Exercices,274,tuesday,17:15,19:00,CM012,49,5,329,non
2023-2024,HIVER,CH-160(e),Chimie générale avancée,Chimie et génie chimique,Exercices,274,tuesday,17:15,19:00,CM013,60,5,329,non
2023-2024,HIVER,CH-160(e),Chimie générale avancée,Chimie et génie chimique,Exercices,274,tuesday,17:15,19:00,CM1106,64,5,329,non
2023-2024,HIVER,CH-160(e),Chimie générale avancée,Chimie et génie chimique,Exercices,274,tuesday,17:15,19:00,CM1120,100,5,329,non
2023-2024,HIVER,CH-160(f),Chimie générale avancée,Chimie et génie chimique,Cours,101,thursday,12:15,14:00,MEB331,94,1,94,oui
2023-2024,HIVER,CH-160(f),Chimie générale avancée,Chimie et génie chimique,Cours,101,friday,15:15,16:00,CO3,218,1,218,non
2023-2024,HIVER,CH-160(f),Chimie générale avancée,Chimie et génie chimique,Exercices,101,friday,11:15,13:00,CM1105,114,2,214,non
2023-2024,HIVER,CH-160(f),Chimie générale avancée,Chimie et génie chimique,Exercices,101,friday,11:15,13:00,CM1121,100,2,214,non
2023-2024,HIVER,CH-160(g),Chimie générale avancée,Chimie et génie chimique,Cours,70,tuesday,08:15,10:00,CO3,218,1,218,non
2023-2024,HIVER,CH-160(g),Chimie générale avancée,Chimie et génie chimique,Cours,70,tuesday,11:15,12:00,CO2,218,1,218,non
2023-2024,HIVER,CH-160(g),Chimie générale avancée,Chimie et génie chimique,Exercices,70,monday,13:15,15:00,GCB331,70,2,160,non
2023-2024,HIVER,CH-160(g),Chimie générale avancée,Chimie et génie chimique,Exercices,70,monday,13:15,15:00,GCC330,90,2,160,non
2023-2024,HIVER,CH-210,Biochimie,Chimie et génie chimique,Cours,174,tuesday,10:15,12:00,PO01,180,1,180,non
2023-2024,HIVER,CH-210,Biochimie,Chimie et génie chimique,Exercices,174,tuesday,12:15,13:00,PO01,180,1,180,non
2023-2024,HIVER,CH-221,Chemistry of elements s and p,Chimie et génie chimique,Cours,76,friday,14:15,16:00,CM4,129,1,129,non
2023-2024,HIVER,CH-230,"Chimie organique, TP",Chimie et génie chimique,Cours,74,monday,13:15,17:00,BCH1103,50,2,120,non
2023-2024,HIVER,CH-230,"Chimie organique, TP",Chimie et génie chimique,Cours,74,monday,13:15,17:00,MED01418,70,2,120,non
2023-2024,HIVER,CH-230,"Chimie organique, TP",Chimie et génie chimique,Cours,74,thursday,16:15,18:00,BCH1103,50,2,144,non
2023-2024,HIVER,CH-230,"Chimie organique, TP",Chimie et génie chimique,Cours,74,thursday,16:15,18:00,MEB331,94,2,144,non
2023-2024,HIVER,CH-233,Fonctions et réactions organiques I,Chimie et génie chimique,Cours,77,thursday,10:15,12:00,GRB330,84,1,84,non
2023-2024,HIVER,CH-233,Fonctions et réactions organiques I,Chimie et génie chimique,Exercices,77,thursday,12:15,13:00,GRB330,84,1,84,non
2023-2024,HIVER,CH-234,Organic functions and reactions II,Chimie et génie chimique,Cours,32,wednesday,10:15,12:00,CHB330,68,1,68,non
2023-2024,HIVER,CH-243,Electrochimie des solutions,Chimie et génie chimique,Cours,44,tuesday,15:15,17:00,CE1104,70,1,70,non
2023-2024,HIVER,CH-243,Electrochimie des solutions,Chimie et génie chimique,Exercices,44,tuesday,17:15,18:00,CE1104,70,1,70,non
2023-2024,HIVER,CH-244,Quantum chemistry,Chimie et génie chimique,Cours,86,tuesday,08:15,10:00,CE5,98,1,98,non
2023-2024,HIVER,CH-244,Quantum chemistry,Chimie et génie chimique,Cours,86,wednesday,14:15,16:00,CE5,98,1,98,non
2023-2024,HIVER,CH-244,Quantum chemistry,Chimie et génie chimique,Exercices,86,friday,10:15,12:00,CM1104,49,2,113,non
2023-2024,HIVER,CH-244,Quantum chemistry,Chimie et génie chimique,Exercices,86,friday,10:15,12:00,CM1106,64,2,113,non
2023-2024,HIVER,CH-310,Dynamics and kinetics,Chimie et génie chimique,Cours,55,wednesday,13:15,15:00,CHB331,50,1,50,oui
2023-2024,HIVER,CH-310,Dynamics and kinetics,Chimie et génie chimique,Exercices,55,wednesday,15:15,16:00,CHB331,50,1,50,oui
2023-2024,HIVER,CH-311,Macromolecular structure and interactions,Chimie et génie chimique,Cours,33,wednesday,08:15,10:00,CHB330,68,1,68,non
2023-2024,HIVER,CH-313,Chemical biology,Chimie et génie chimique,Cours,26,tuesday,10:15,12:00,BS270,72,1,72,non
2023-2024,HIVER,CH-314,Structural analysis,Chimie et génie chimique,Cours,54,monday,13:15,16:00,CHB330,68,1,68,non
2023-2024,HIVER,CH-314,Structural analysis,Chimie et génie chimique,Exercices,54,monday,16:15,17:00,CHB330,68,1,68,non
2023-2024,HIVER,CH-315,Modeling lab,Chimie et génie chimique,TP,47,friday,10:15,17:00,BCH1103,50,1,50,non
2023-2024,HIVER,CH-353,Introduction to electronic structure methods,Chimie et génie chimique,Cours,19,monday,10:15,12:00,BCH1113,30,2,96,non
2023-2024,HIVER,CH-353,Introduction to electronic structure methods,Chimie et génie chimique,Cours,19,monday,10:15,12:00,BCH3303,18,2,96,non
2023-2024,HIVER,CH-353,Introduction to electronic structure methods,Chimie et génie chimique,Cours,19,friday,10:15,12:00,BCH1113,30,2,48,non
2023-2024,HIVER,CH-353,Introduction to electronic structure methods,Chimie et génie chimique,Cours,19,friday,10:15,12:00,BCH4310,18,2,48,non
2023-2024,HIVER,CH-353,Introduction to electronic structure methods,Chimie et génie chimique,Exercices,19,monday,10:15,12:00,BCH1113,30,2,96,non
2023-2024,HIVER,CH-353,Introduction to electronic structure methods,Chimie et génie chimique,Exercices,19,monday,10:15,12:00,BCH3303,18,2,96,non
2023-2024,HIVER,CH-353,Introduction to electronic structure methods,Chimie et génie chimique,Exercices,19,friday,13:15,15:00,BCH1113,30,2,48,non
2023-2024,HIVER,CH-353,Introduction to electronic structure methods,Chimie et génie chimique,Exercices,19,friday,13:15,15:00,BCH4310,18,2,48,non
2023-2024,HIVER,CH-400,Automated and data-driven laboratories,Chimie et génie chimique,Cours,34,thursday,16:15,18:00,INM202,86,1,86,non
2023-2024,HIVER,CH-407,Sustainable chemistry and engineering in Industry,Chimie et génie chimique,Cours,35,thursday,11:15,13:00,DIA004,50,1,50,non
2023-2024,HIVER,CH-407,Sustainable chemistry and engineering in Industry,Chimie et génie chimique,Cours,35,thursday,14:15,16:00,DIA004,50,1,50,non
2023-2024,HIVER,CH-411,Cellular signalling,Chimie et génie chimique,Cours,11,wednesday,08:15,10:00,CE1101,64,1,64,non
2023-2024,HIVER,CH-417,Optical methods in chemistry,Chimie et génie chimique,Cours,18,friday,13:15,15:00,CHB331,50,1,50,non
2023-2024,HIVER,CH-417,Optical methods in chemistry,Chimie et génie chimique,Exercices,18,friday,15:15,16:00,CHB331,50,1,50,non
2023-2024,HIVER,CH-421,Catalysis for energy storage,Chimie et génie chimique,Cours,78,tuesday,10:15,12:00,CM1105,114,1,114,non
2023-2024,HIVER,CH-422,Catalyst design for synthesis,Chimie et génie chimique,Cours,33,wednesday,10:15,12:00,CHB331,50,1,50,non
2023-2024,HIVER,CH-424,Supramolecular chemistry,Chimie et génie chimique,Cours,15,thursday,11:15,13:00,DIA004,50,1,50,non
2023-2024,HIVER,CH-424,Supramolecular chemistry,Chimie et génie chimique,Cours,15,thursday,14:15,16:00,DIA004,50,1,50,non
2023-2024,HIVER,CH-426,Artificial photosynthesis,Chimie et génie chimique,Cours,16,tuesday,14:15,16:00,CHB331,50,1,50,non
2023-2024,HIVER,CH-432,Structure and reactivity,Chimie et génie chimique,Cours,22,tuesday,12:15,14:00,CHB331,50,1,50,non
2023-2024,HIVER,CH-438,Total synthesis of natural products,Chimie et génie chimique,Cours,25,tuesday,08:15,10:00,ELG116,24,1,24,oui
2023-2024,HIVER,CH-442,Photochemistry I,Chimie et génie chimique,Cours,26,tuesday,16:15,18:00,INM201,36,1,36,non
2023-2024,HIVER,CH-452,Computational methods in molecular quantum mechanics,Chimie et génie chimique,Cours,23,wednesday,13:15,15:00,BCH4310,18,1,18,oui
2023-2024,HIVER,CH-452,Computational methods in molecular quantum mechanics,Chimie et génie chimique,Exercices,23,wednesday,15:15,16:00,BCH4310,18,1,18,oui
2023-2024,HIVER,CH-455,Methods in drug development,Chimie et génie chimique,Cours,36,thursday,09:15,11:00,CHB331,50,1,50,non
2023-2024,HIVER,CH-456,Molecular spectroscopy in chemistry,Chimie et génie chimique,Cours,9,friday,16:15,18:00,CHB331,50,1,50,non
2023-2024,HIVER,ChE-201,Introduction to chemical engineering,Chimie et génie chimique,Cours,77,wednesday,10:15,12:00,SG0213,80,1,80,non
2023-2024,HIVER,ChE-201,Introduction to chemical engineering,Chimie et génie chimique,Exercices,77,wednesday,12:15,13:00,SG0213,80,1,80,non
2023-2024,HIVER,ChE-330,Fluid mechanics and transport phenomena,Chimie et génie chimique,Cours,28,thursday,11:15,13:00,CHB331,50,1,50,non
2023-2024,HIVER,ChE-330,Fluid mechanics and transport phenomena,Chimie et génie chimique,Exercices,28,tuesday,08:15,10:00,CHB331,50,1,50,non
2023-2024,HIVER,ChE-402,Diffusion and mass transfer,Chimie et génie chimique,Cours,30,tuesday,15:15,17:00,GRB330,84,1,84,non
2023-2024,HIVER,ChE-402,Diffusion and mass transfer,Chimie et génie chimique,Exercices,30,tuesday,17:15,18:00,GRB330,84,1,84,non
2023-2024,HIVER,ChE-403,Heterogeneous reaction engineering,Chimie et génie chimique,Cours,34,wednesday,13:15,15:00,MAB111,84,1,84,non
2023-2024,HIVER,ChE-403,Heterogeneous reaction engineering,Chimie et génie chimique,Exercices,34,wednesday,15:15,16:00,MAB111,84,1,84,non
2023-2024,HIVER,ChE-407,Electrochemical engineering,Chimie et génie chimique,Cours,76,monday,10:15,12:00,MEB331,94,1,94,non
2023-2024,HIVER,ChE-407,Electrochemical engineering,Chimie et génie chimique,Exercices,76,monday,12:15,13:00,MEB331,94,1,94,non
2023-2024,HIVER,ChE-410,Catalysis for emission control and energy processes,Chimie et génie chimique,Cours,20,friday,11:15,13:00,INF019,50,1,50,non
2023-2024,HIVER,ChE-410,Catalysis for emission control and energy processes,Chimie et génie chimique,Cours,20,friday,14:15,16:00,INF019,50,1,50,non
2023-2024,HIVER,ChE-411,Principles and applications of systems biology,Chimie et génie chimique,Cours,24,thursday,11:15,13:00,GRA330,58,1,58,non
2023-2024,HIVER,ChE-411,Principles and applications of systems biology,Chimie et génie chimique,Exercices,24,thursday,14:15,15:00,GRA330,58,1,58,non
2023-2024,HIVER,ChE-430,Nanomaterials for chemical engineering application,Chimie et génie chimique,Cours,24,wednesday,10:15,12:00,CM011,56,1,56,non
2023-2024,HIVER,ChE-430,Nanomaterials for chemical engineering application,Chimie et génie chimique,TP,24,wednesday,12:15,13:00,CM011,56,1,56,non
2023-2024,HIVER,ChE-436,Pharmaceutical biotechnology,Chimie et génie chimique,Cours,31,thursday,15:15,17:00,CHB330,68,1,68,non
2023-2024,HIVER,ChE-436,Pharmaceutical biotechnology,Chimie et génie chimique,Exercices,31,thursday,17:15,18:00,CHB330,68,1,68,non
2023-2024,HIVER,CIVIL-122,Structures I,Génie civil,Cours,96,wednesday,14:15,16:00,CE12,187,1,187,non
2023-2024,HIVER,CIVIL-122,Structures I,Génie civil,Exercices,96,wednesday,15:15,16:00,CO020,45,3,150,non
2023-2024,HIVER,CIVIL-122,Structures I,Génie civil,Exercices,96,wednesday,15:15,16:00,CO021,60,3,150,non
2023-2024,HIVER,CIVIL-122,Structures I,Génie civil,Exercices,96,wednesday,15:15,16:00,CO023,45,3,150,non
2023-2024,HIVER,CIVIL-122,Structures I,Génie civil,Exercices,96,wednesday,16:15,17:00,CO020,45,3,150,non
2023-2024,HIVER,CIVIL-122,Structures I,Génie civil,Exercices,96,wednesday,16:15,17:00,CO021,60,3,150,non
2023-2024,HIVER,CIVIL-122,Structures I,Génie civil,Exercices,96,wednesday,16:15,17:00,CO023,45,3,150,non
2023-2024,HIVER,CIVIL-211,Géologie,Génie civil,Cours,66,wednesday,10:15,12:00,CM1105,114,1,114,non
2023-2024,HIVER,CIVIL-211,Géologie,Génie civil,Cours,66,wednesday,13:15,14:00,GCB330,71,1,71,non
2023-2024,HIVER,CIVIL-211,Géologie,Génie civil,Projet,66,wednesday,14:15,15:00,GCB330,71,1,71,non
2023-2024,HIVER,CIVIL-212,Fundamentals of indoor climate,Génie civil,Cours,71,thursday,17:15,18:00,GCB330,71,1,71,non
2023-2024,HIVER,CIVIL-212,Fundamentals of indoor climate,Génie civil,Exercices,71,thursday,18:15,19:00,GCB330,71,1,71,non
2023-2024,HIVER,CIVIL-225,Mécanique des milieux continus (pour GC),Génie civil,Cours,69,wednesday,15:15,17:00,CM3,190,1,190,non
2023-2024,HIVER,CIVIL-225,Mécanique des milieux continus (pour GC),Génie civil,Exercices,69,wednesday,17:15,19:00,CM011,56,2,96,non
2023-2024,HIVER,CIVIL-225,Mécanique des milieux continus (pour GC),Génie civil,Exercices,69,wednesday,17:15,19:00,CM09,40,2,96,non
2023-2024,HIVER,CIVIL-238,Structural mechanics (for GC),Génie civil,Cours,66,thursday,10:15,12:00,AAC137,82,2,172,non
2023-2024,HIVER,CIVIL-238,Structural mechanics (for GC),Génie civil,Cours,66,thursday,10:15,12:00,GCC330,90,2,172,non
2023-2024,HIVER,CIVIL-238,Structural mechanics (for GC),Génie civil,Exercices,66,tuesday,10:15,12:00,GCB330,71,1,71,non
2023-2024,HIVER,CIVIL-308,Mécanique des roches et ouvrages souterrains,Génie civil,Cours,47,monday,09:15,12:00,GCC330,90,1,90,non
2023-2024,HIVER,CIVIL-308,Mécanique des roches et ouvrages souterrains,Génie civil,Exercices,47,wednesday,15:15,17:00,GCC330,90,1,90,non
2023-2024,HIVER,CIVIL-309,Urban Thermodynamics,Génie civil,Cours,0,tuesday,17:15,19:00,CM1221,64,1,64,non
2023-2024,HIVER,CIVIL-309,Urban Thermodynamics,Génie civil,Exercices,0,wednesday,09:15,10:00,GRC001,64,1,64,non
2023-2024,HIVER,CIVIL-323,Reinforced concrete structures,Génie civil,Cours,48,monday,13:15,16:00,CE1515,162,1,162,non
2023-2024,HIVER,CIVIL-323,Reinforced concrete structures,Génie civil,Exercices,48,wednesday,13:15,15:00,CE1515,162,1,162,non
2023-2024,HIVER,CIVIL-331,Dimensionnement des constructions en bois,Génie civil,Cours,47,friday,12:15,14:00,GCC330,90,2,149,non
2023-2024,HIVER,CIVIL-331,Dimensionnement des constructions en bois,Génie civil,Cours,47,friday,12:15,14:00,GRA332,59,2,149,non
2023-2024,HIVER,CIVIL-331,Dimensionnement des constructions en bois,Génie civil,Exercices,47,friday,14:15,15:00,GCA330,71,3,220,non
2023-2024,HIVER,CIVIL-331,Dimensionnement des constructions en bois,Génie civil,Exercices,47,friday,14:15,15:00,GCC330,90,3,220,non
2023-2024,HIVER,CIVIL-331,Dimensionnement des constructions en bois,Génie civil,Exercices,47,friday,14:15,15:00,GRA332,59,3,220,non
2023-2024,HIVER,CIVIL-349,Traffic engineering,Génie civil,Cours,47,thursday,14:15,16:00,CM1103,39,2,153,non
2023-2024,HIVER,CIVIL-349,Traffic engineering,Génie civil,Cours,47,thursday,14:15,16:00,CM1105,114,2,153,non
2023-2024,HIVER,CIVIL-349,Traffic engineering,Génie civil,Exercices,47,thursday,16:15,18:00,CM1103,39,2,153,non
2023-2024,HIVER,CIVIL-349,Traffic engineering,Génie civil,Exercices,47,thursday,16:15,18:00,CM1105,114,2,153,non
2023-2024,HIVER,CIVIL-402,Geomechanics,Génie civil,Cours,51,tuesday,11:15,13:00,CM5,129,1,129,non
2023-2024,HIVER,CIVIL-402,Geomechanics,Génie civil,Exercices,51,thursday,17:15,19:00,CM4,129,1,129,non
2023-2024,HIVER,CIVIL-403,Géologie de la construction et de l'environnement,Génie civil,Cours,22,tuesday,08:15,10:00,GCC330,90,1,90,non
2023-2024,HIVER,CIVIL-403,Géologie de la construction et de l'environnement,Génie civil,Exercices,22,tuesday,10:15,11:00,GCC330,90,1,90,non
2023-2024,HIVER,CIVIL-410,Hydraulique fluviale et aménagement de cours d'eau,Génie civil,Cours,17,tuesday,08:15,10:00,GRA332,59,1,59,non
2023-2024,HIVER,CIVIL-410,Hydraulique fluviale et aménagement de cours d'eau,Génie civil,Exercices,17,tuesday,10:15,11:00,GRA332,59,1,59,non
2023-2024,HIVER,CIVIL-411,Dam engineering,Génie civil,Cours,22,tuesday,13:15,16:00,GCC330,90,1,90,non
2023-2024,HIVER,CIVIL-423,Computational geomechanics,Génie civil,Cours,6,monday,15:15,17:00,GRA331,50,1,50,non
2023-2024,HIVER,CIVIL-423,Computational geomechanics,Génie civil,Exercices,6,wednesday,09:15,12:00,CM1100,49,1,49,non
2023-2024,HIVER,CIVIL-423,Computational geomechanics,Génie civil,Exercices,6,wednesday,10:15,12:00,CM1112,36,1,36,non
2023-2024,HIVER,CIVIL-424,Innovation for construction and the environment,Génie civil,Cours,17,monday,08:15,10:00,GCD0386,42,1,42,non
2023-2024,HIVER,CIVIL-424,Innovation for construction and the environment,Génie civil,TP,17,monday,10:15,11:00,GCD0386,42,1,42,non
2023-2024,HIVER,CIVIL-426,Machine learning for predictive maintenance applications,Génie civil,Cours,18,monday,13:15,15:00,GCB330,71,1,71,non
2023-2024,HIVER,CIVIL-426,Machine learning for predictive maintenance applications,Génie civil,Exercices,18,monday,15:15,17:00,GCB330,71,1,71,non
2023-2024,HIVER,CIVIL-430,Ponts en béton,Génie civil,Cours,37,wednesday,08:15,10:00,GRA330,58,1,58,non
2023-2024,HIVER,CIVIL-430,Ponts en béton,Génie civil,Exercices,37,wednesday,10:15,11:00,GRA330,58,1,58,non
2023-2024,HIVER,CIVIL-438,Analyse et gestion de risques,Génie civil,Cours,20,wednesday,08:15,12:00,GCB330,71,1,71,non
2023-2024,HIVER,CIVIL-443,Advanced composites in engineering structures,Génie civil,Cours,39,friday,10:15,12:00,GCA330,71,1,71,non
2023-2024,HIVER,CIVIL-443,Advanced composites in engineering structures,Génie civil,Exercices,39,friday,12:15,13:00,GCA330,71,1,71,non
